,country,order_value_eur,cost,date,category,customer_name,sales_manager,sales_rep,device_type,order_id,profit,profit_margin,year,month
638,UK,167615.14,135567.12,2020-12-30,Smartphones,Johns and Sons,Jessamine Apark,Winny Agnolo,PC,16-5450021,32048.02000000002,19.12000312143641,2020,12
639,Sweden,118030.7,97304.51,2019-09-04,Electronics,"Dickinson, Hyatt and Berge",Maxie Marrow,Madelon Bront,PC,80-1021367,20726.190000000002,17.559999220541776,2019,9
640,Netherlands,102073.04,81770.71,2020-03-02,Outdoors,"Farrell, Swaniawski and Crist",Denice Amberg,Nero Harbisher,Mobile,03-3076058,20302.329999999987,19.890002296394805,2020,3
641,Finland,99989.89,81191.79,2019-11-15,Appliances,Corwin and Sons,Hube Corey,Wat Bowkley,PC,92-4440351,18798.100000000006,18.80000068006876,2019,11
642,Sweden,79407.28,64383.42,2020-07-21,Accessories,"Jacobson, Marvin and Brown",Maxie Marrow,Alyosha Meah,PC,15-3268783,15023.86,18.920003304482915,2020,7
643,France,184431.48,153059.69,2019-12-07,Books,Johns and Sons,Othello Bowes,Ora Grennan,Mobile,44-7664180,31371.790000000008,17.009997425602183,2019,12
644,Portugal,144725.34,115056.65,2019-01-15,Smartphones,Wisoky Inc,Celine Tumasian,Aurelie Wren,PC,92-7042708,29668.690000000002,20.499996752469198,2019,1
645,UK,21921.66,18802.21,2020-03-05,Smartphones,"Swaniawski, Runolfsson and Green",Jessamine Apark,Jay Morefield,Tablet,21-8595718,3119.4500000000007,14.229989882153088,2020,3
646,Portugal,21341.66,16930.34,2019-03-28,Games,Romaguera-Haley,Celine Tumasian,Smitty Culverhouse,PC,06-4611284,4411.32,20.669994742676998,2019,3
647,Sweden,84537.2,69405.04,2020-01-19,Games,"Keeling, Monahan and Pollich",Maxie Marrow,Tarrah Castelletti,Mobile,04-4730440,15132.160000000003,17.900001419493435,2020,1
648,France,40544.43,32666.65,2020-08-01,Books,Johns and Sons,Othello Bowes,Ora Grennan,PC,89-7467187,7877.779999999999,19.429993219783825,2020,8
649,Finland,178189.57,153421.22,2019-08-09,Games,Johns and Sons,Hube Corey,Mellicent Mattys,PC,37-7100862,24768.350000000006,13.899999870923985,2019,8
650,France,36276.11,28748.82,2019-03-23,Games,Johns and Sons,Othello Bowes,Ora Grennan,PC,20-9472915,7527.290000000001,20.749992212505695,2019,3
651,Sweden,36181.81,29698.03,2020-10-27,Appliances,Altenwerth-Konopelski,Maxie Marrow,Madelon Bront,Tablet,82-8836162,6483.779999999999,17.919999027135454,2020,10
652,UK,66613.31,55462.24,2019-09-25,Electronics,Labadie and Sons,Jessamine Apark,Genevra Charrisson,PC,38-8230515,11151.07,16.740002861290034,2019,9
653,Ireland,77278.68,62951.21,2020-10-02,Smartphones,Dibbert Inc,Glenine Suttaby,Palm Wetherald,PC,46-8792953,14327.469999999994,18.540003530080995,2020,10
654,UK,149938.36,123579.2,2020-11-14,Appliances,Johns and Sons,Jessamine Apark,Jay Morefield,PC,93-0380487,26359.15999999999,17.579997540322566,2020,11
655,Spain,123953.65,101939.48,2019-05-08,Beauty,Wiza and Sons,Emalia Dinse,Perri Aldersley,PC,44-2650716,22014.17,17.760001419885576,2019,5
656,Sweden,73773.6,58421.31,2020-01-21,Books,Tromp LLC,Maxie Marrow,Caro Morfield,Mobile,78-7812852,15352.290000000008,20.810005205114035,2020,1
657,Portugal,206869.73,180928.27,2020-07-20,Electronics,"Spencer, Rogahn and Muller",Celine Tumasian,Corene Shirer,PC,11-2653878,25941.46000000002,12.539997997773778,2020,7
658,France,63690.72,53455.62,2020-08-27,Electronics,Hegmann Group,Othello Bowes,Crysta Halls,Mobile,74-9856135,10235.099999999999,16.07000203483333,2020,8
659,UK,18897.97,16469.58,2020-02-16,Other,Hessel-Stiedemann,Jessamine Apark,Winny Agnolo,Mobile,22-8551804,2428.3899999999994,12.850004524295464,2020,2
660,Portugal,134807.18,108047.95,2020-12-29,Beauty,"Zieme, Bailey and Herzog",Celine Tumasian,Corene Shirer,PC,76-2368068,26759.229999999996,19.850003538387195,2020,12
661,UK,47082.67,37882.72,2020-06-30,Games,"Schowalter, Lesch and Beahan",Jessamine Apark,Winny Agnolo,PC,83-0606533,9199.949999999997,19.539992103251574,2020,6
662,Portugal,41016.31,32985.32,2019-05-09,Beauty,Homenick-Marvin,Celine Tumasian,Corene Shirer,Tablet,84-1745028,8030.989999999998,19.579991471685286,2019,5
663,Sweden,43243.45,37764.5,2019-05-16,Clothing,Johns and Sons,Maxie Marrow,Alyosha Meah,PC,63-2957047,5478.949999999997,12.670011296508482,2019,5
664,Sweden,88832.28,71501.1,2019-12-23,Electronics,"Murray, Reichel and Nolan",Maxie Marrow,Tarrah Castelletti,PC,90-3993986,17331.179999999993,19.510002445057125,2019,12
665,France,173456.4,149866.33,2019-09-25,Books,Johns and Sons,Othello Bowes,Avrit Chanders,Mobile,00-1398218,23590.070000000007,13.599999769394502,2019,9
666,Spain,90926.92,73050.69,2020-03-24,Smartphones,"Leffler, Prohaska and Streich",Emalia Dinse,Perri Aldersley,PC,09-9618844,17876.229999999996,19.65999728133318,2020,3
667,Sweden,72757.01,63378.63,2020-03-05,Other,Hessel-Stiedemann,Maxie Marrow,Alyosha Meah,PC,96-5143420,9378.379999999997,12.89000193933203,2020,3
668,France,60068.71,47688.55,2020-05-09,Other,Friesen-Rath,Othello Bowes,Crysta Halls,PC,99-0862667,12380.159999999996,20.609998117156163,2020,5
669,France,105522.72,86581.39,2019-02-16,Clothing,Gislason-Stanton,Othello Bowes,Amelina Piscopiello,PC,79-6118087,18941.33,17.950001667887257,2019,2
670,Luxembourg,61374.06,49099.25,2020-02-20,Games,"Murray, Reichel and Nolan",Ilsa Kob,Jocelyn Laurentino,PC,07-5296371,12274.809999999998,19.999996741294282,2020,2
671,Portugal,76856.57,65535.6,2019-05-31,Clothing,"Schowalter, Lesch and Beahan",Celine Tumasian,Hortense Gerring,PC,93-9111830,11320.970000000008,14.72999640759405,2019,5
672,Spain,174262.11,143278.31,2019-04-05,Games,Hessel-Stiedemann,Emalia Dinse,Perri Aldersley,PC,47-0713476,30983.79999999999,17.779998187787346,2019,4
673,Sweden,151315.26,121173.26,2019-05-23,Beauty,Wiza and Sons,Maxie Marrow,Caro Morfield,PC,92-2645259,30142.000000000015,19.920000137461358,2019,5
674,Ireland,50495.53,40749.89,2020-08-31,Smartphones,"Heaney, Gulgowski and Kshlerin",Glenine Suttaby,Palm Wetherald,Mobile,93-4118211,9745.64,19.300005366811675,2020,8
675,UK,36534.09,31138.0,2020-07-17,Appliances,Wunsch LLC,Jessamine Apark,Winny Agnolo,PC,90-7039701,5396.0899999999965,14.77001343129115,2020,7
676,France,134243.39,113019.51,2019-01-21,Beauty,Kihn Inc,Othello Bowes,Maighdiln Upcraft,PC,64-1003834,21223.88000000002,15.810000030541554,2019,1
677,France,56068.7,47378.05,2019-02-06,Games,"Dickinson, Hyatt and Berge",Othello Bowes,Ora Grennan,PC,24-2679038,8690.649999999994,15.500002675289412,2019,2
678,France,31161.76,27300.82,2020-05-09,Beauty,"Hermiston, Simonis and Wisoky",Othello Bowes,Maighdiln Upcraft,Mobile,06-4986886,3860.9399999999987,12.389993376497346,2020,5
679,France,98915.41,85176.06,2020-04-02,Electronics,Schoen-Keeling,Othello Bowes,Ora Grennan,Mobile,63-5897834,13739.350000000006,13.889999546076801,2020,4
680,Ireland,114232.68,95795.52,2019-03-23,Clothing,Johns and Sons,Glenine Suttaby,Bunnie Tonbridge,Tablet,45-6860897,18437.15999999999,16.140004769213146,2019,3
681,Luxembourg,71360.36,59750.03,2019-01-02,Electronics,Tillman and Sons,Ilsa Kob,Jocelyn Laurentino,PC,40-9830607,11610.330000000002,16.26999919843454,2019,1
682,Portugal,87459.79,69967.83,2020-11-16,Beauty,Romaguera-Haley,Celine Tumasian,Brynn Dempster,Mobile,09-8360520,17491.959999999992,20.000002286765145,2020,11
683,Finland,52388.85,45641.17,2020-07-31,Electronics,Johns and Sons,Hube Corey,Mellicent Mattys,PC,55-6785409,6747.68,12.87999259384392,2020,7
684,Sweden,178304.35,153573.54,2020-12-09,Electronics,Dibbert Inc,Maxie Marrow,Tarrah Castelletti,PC,12-4881666,24730.809999999998,13.869998123994169,2020,12
685,UK,80013.81,65587.32,2020-01-27,Electronics,Romaguera-Dietrich,Jessamine Apark,Winny Agnolo,PC,86-7866497,14426.48999999999,18.03000007123769,2020,1
686,Ireland,88684.7,75337.65,2020-01-23,Other,"Leffler, Prohaska and Streich",Glenine Suttaby,Palm Wetherald,PC,12-2375671,13347.050000000003,15.050002988114075,2020,1
687,UK,161773.31,138283.83,2019-04-30,Books,Johns and Sons,Jessamine Apark,Jay Morefield,PC,56-6310976,23489.48000000001,14.519997149097097,2019,4
688,France,108968.67,88395.39,2019-10-17,Books,Johns and Sons,Othello Bowes,Ora Grennan,PC,08-4398900,20573.28,18.879995506965443,2019,10
689,UK,50374.22,44047.22,2019-10-07,Games,Armstrong-Little,Jessamine Apark,Genevra Charrisson,PC,23-3084772,6327.0,12.559995966190643,2019,10
690,Sweden,174380.2,151518.96,2019-01-02,Appliances,Larkin-Collier,Maxie Marrow,Tarrah Castelletti,PC,33-8484080,22861.24000000002,13.109997580000494,2019,1
691,Bulgaria,81482.69,64721.7,2019-02-09,Electronics,Johns and Sons,Charil Alpe,Shermy McGready,PC,28-0362135,16760.990000000005,20.570000818578773,2019,2
692,France,108158.8,89328.35,2020-10-09,Appliances,Altenwerth-Konopelski,Othello Bowes,Crysta Halls,PC,53-4511393,18830.449999999997,17.410002699734093,2020,10
693,Portugal,76943.74,62870.73,2019-06-01,Electronics,Johns and Sons,Celine Tumasian,Smitty Culverhouse,PC,50-0521963,14073.010000000002,18.289999940216063,2019,6
694,Portugal,57345.79,45716.06,2020-11-09,Clothing,Walter LLC,Celine Tumasian,Hortense Gerring,PC,75-6127722,11629.730000000003,20.28000660554158,2020,11
695,Sweden,71049.09,58842.86,2019-08-15,Outdoors,Corwin and Sons,Maxie Marrow,Madelon Bront,PC,99-3994854,12206.229999999996,17.179994845817163,2019,8
696,France,79205.19,65423.49,2019-05-07,Games,"Christiansen, Donnelly and Bechtelar",Othello Bowes,Avrit Chanders,Tablet,45-5157875,13781.700000000004,17.39999613661681,2019,5
697,France,42290.45,34255.26,2019-11-10,Clothing,Walter LLC,Othello Bowes,Avrit Chanders,Tablet,97-8921759,8035.189999999995,19.000010640700197,2019,11
698,France,110090.36,93433.69,2019-02-01,Clothing,"Leffler, Prohaska and Streich",Othello Bowes,Maighdiln Upcraft,PC,43-6672888,16656.67,15.129998666549913,2019,2
699,France,121043.69,96750.22,2020-09-28,Books,Hessel-Stiedemann,Othello Bowes,Crysta Halls,PC,28-6152726,24293.47,20.07000117065169,2020,9
700,Finland,130251.55,105386.53,2019-08-05,Beauty,Johns and Sons,Hube Corey,Mellicent Mattys,PC,26-1201622,24865.020000000004,19.089999312868063,2019,8
701,France,156110.4,132584.56,2019-07-22,Beauty,Stehr LLC,Othello Bowes,Maighdiln Upcraft,PC,18-3315246,23525.839999999997,15.07000174235669,2019,7
702,Sweden,122273.0,104531.19,2020-01-07,Appliances,Romaguera-Haley,Maxie Marrow,Caro Morfield,PC,40-9114557,17741.809999999998,14.509998118963303,2020,1
703,Portugal,126021.1,101762.04,2020-06-13,Beauty,Johns and Sons,Celine Tumasian,Hortense Gerring,Mobile,34-8443139,24259.060000000012,19.249998611343667,2020,6
704,Sweden,69565.47,57808.91,2020-05-23,Beauty,Johns and Sons,Maxie Marrow,Anita Woakes,PC,79-0393736,11756.559999999998,16.89999363189812,2020,5
705,Bulgaria,174271.91,142083.89,2019-05-20,Clothing,Hessel-Stiedemann,Charil Alpe,Shermy McGready,PC,58-2923511,32188.01999999999,18.469998980329066,2019,5
706,Portugal,61994.02,54250.97,2019-02-19,Books,Friesen-Rath,Celine Tumasian,Corene Shirer,PC,84-1343954,7743.049999999996,12.489995002743806,2019,2
707,Sweden,207379.28,166442.61,2019-12-18,Accessories,Franecki-White,Maxie Marrow,Anita Woakes,PC,43-9259516,40936.67000000001,19.74000006172266,2019,12
708,Sweden,153823.74,129258.09,2020-11-30,Electronics,West-Cummings,Maxie Marrow,Anita Woakes,Mobile,53-0009701,24565.649999999994,15.969999169178955,2020,11
709,Portugal,251003.51,214105.99,2019-07-30,Clothing,Hilll-Vandervort,Celine Tumasian,Hortense Gerring,PC,50-2002828,36897.52000000002,14.700001605555244,2019,7
710,UK,78013.63,64509.47,2020-04-04,Clothing,"Keeling, Monahan and Pollich",Jessamine Apark,Genevra Charrisson,PC,90-6933957,13504.160000000003,17.31000082934226,2020,4
711,Finland,204138.34,165617.44,2019-06-20,Clothing,"Hartmann, Hane and Pfannerstill",Hube Corey,Wat Bowkley,Tablet,98-4201877,38520.899999999994,18.86999766922764,2019,6
712,Ireland,81358.58,68918.85,2020-08-21,Books,Tillman and Sons,Glenine Suttaby,Palm Wetherald,Mobile,86-2962836,12439.729999999996,15.290003832416932,2020,8
713,Portugal,81458.94,64434.02,2019-11-14,Books,Johns and Sons,Celine Tumasian,Aurelie Wren,PC,76-5324325,17024.920000000006,20.900001890523008,2019,11
714,Sweden,79313.86,63316.25,2020-03-01,Appliances,"Dickinson, Hyatt and Berge",Maxie Marrow,Madelon Bront,PC,36-3226083,15997.61,20.170005595491126,2020,3
715,Finland,100978.49,86568.86,2019-08-09,Appliances,Johns and Sons,Hube Corey,Wat Bowkley,PC,00-8086430,14409.630000000005,14.269999482067918,2019,8
716,Portugal,172444.09,149681.47,2019-01-05,Smartphones,Larkin-Collier,Celine Tumasian,Hortense Gerring,PC,98-0946281,22762.619999999995,13.20000006958777,2019,1
717,UK,111523.01,98017.57,2020-03-02,Outdoors,Kihn Inc,Jessamine Apark,Winny Agnolo,PC,82-4770311,13505.439999999988,12.11000312850235,2020,3
718,UK,62947.82,49967.98,2019-10-16,Accessories,"Schowalter, Lesch and Beahan",Jessamine Apark,Genevra Charrisson,PC,34-0265266,12979.839999999997,20.61999923110919,2019,10
719,France,80294.56,65295.54,2019-10-04,Books,Considine-Fisher,Othello Bowes,Avrit Chanders,PC,47-9858688,14999.019999999997,18.67999525746202,2019,10
720,France,234961.46,199388.3,2019-06-02,Accessories,"Heaney, Gulgowski and Kshlerin",Othello Bowes,Maighdiln Upcraft,Mobile,24-9178520,35573.16,15.139997853264958,2019,6
721,France,214615.79,177637.49,2019-06-30,Games,"Bashirian, Okuneva and Bechtelar",Othello Bowes,Amelina Piscopiello,PC,17-5553034,36978.30000000002,17.22999971250951,2019,6
722,France,173418.59,140746.53,2019-05-19,Electronics,Hessel-Stiedemann,Othello Bowes,Maighdiln Upcraft,PC,03-5073152,32672.059999999998,18.83999864143746,2019,5
723,France,27400.69,22832.99,2019-09-18,Electronics,Friesen and Sons,Othello Bowes,Maighdiln Upcraft,PC,19-8109416,4567.699999999997,16.670018163776156,2019,9
724,Portugal,179323.22,150739.1,2020-08-08,Smartphones,Homenick-Marvin,Celine Tumasian,Brynn Dempster,Tablet,16-5710075,28584.119999999995,15.939999292896923,2020,8
725,Portugal,135211.42,108534.21,2019-08-12,Clothing,Larkin-Collier,Celine Tumasian,Corene Shirer,PC,78-5541691,26677.210000000006,19.72999765848181,2019,8
726,France,186209.44,148818.58,2019-06-24,Clothing,Friesen-Rath,Othello Bowes,Avrit Chanders,Mobile,69-8016438,37390.860000000015,20.08000238870812,2019,6
727,Ireland,127591.73,108988.86,2020-04-30,Games,"Swaniawski, Runolfsson and Green",Glenine Suttaby,Palm Wetherald,Mobile,43-7205800,18602.869999999995,14.579996681603108,2020,4
728,Sweden,53093.47,42533.18,2020-10-25,Clothing,Romaguera-Haley,Maxie Marrow,Anita Woakes,PC,84-2496865,10560.29,19.889997771854055,2020,10
729,Netherlands,28787.17,24610.15,2019-08-06,Games,McGlynn-Prosacco,Denice Amberg,Nero Harbisher,PC,13-4700827,4177.019999999997,14.510005672665974,2019,8
730,UK,49930.87,40174.38,2020-02-21,Outdoors,Labadie and Sons,Jessamine Apark,Genevra Charrisson,PC,10-5202864,9756.490000000005,19.53999599846749,2020,2
731,Portugal,48763.58,39435.11,2020-07-14,Smartphones,Labadie and Sons,Celine Tumasian,Smitty Culverhouse,PC,29-6521179,9328.470000000001,19.129994147271386,2020,7
732,France,71079.8,56778.54,2019-11-15,Electronics,"Swaniawski, Runolfsson and Green",Othello Bowes,Avrit Chanders,PC,30-9137723,14301.260000000002,20.120005965126524,2019,11
733,Sweden,43158.94,36244.88,2019-05-13,Electronics,West-Cummings,Maxie Marrow,Anita Woakes,PC,55-4422832,6914.060000000005,16.019994930366696,2019,5
734,France,117538.82,100719.02,2019-07-03,Beauty,Wisoky Inc,Othello Bowes,Avrit Chanders,PC,12-1257338,16819.800000000003,14.309995625275123,2019,7
735,Portugal,45725.53,36571.28,2020-07-07,Other,Schoen-Keeling,Celine Tumasian,Aurelie Wren,Mobile,66-6777720,9154.25,20.019997581219943,2020,7
736,Portugal,77522.57,64227.45,2019-07-31,Outdoors,"Bashirian, Okuneva and Bechtelar",Celine Tumasian,Aurelie Wren,Mobile,53-3568171,13295.12000000001,17.14999902609009,2019,7
737,Germany,44118.5,38250.74,2020-03-04,Electronics,Romaguera-Dietrich,Rickard Doogood,Casie MacBain,Mobile,77-6124790,5867.760000000002,13.299998866688581,2020,3
738,UK,242526.0,212113.24,2019-06-03,Clothing,Hegmann Group,Jessamine Apark,Winny Agnolo,PC,09-3668672,30412.76000000001,12.539999835069235,2019,6
739,France,140635.94,115194.9,2020-12-08,Smartphones,Johns and Sons,Othello Bowes,Amelina Piscopiello,PC,00-5823706,25441.040000000008,18.089998900707748,2020,12
740,Portugal,157754.36,132166.6,2019-08-09,Books,"Bashirian, Okuneva and Bechtelar",Celine Tumasian,Aurelie Wren,Mobile,67-8646070,25587.75999999998,16.22000177998249,2019,8
741,France,88977.22,72534.23,2020-10-03,Books,Franecki-White,Othello Bowes,Ora Grennan,PC,58-1975365,16442.990000000005,18.479999712285913,2020,10
742,Portugal,74231.25,61604.51,2019-11-11,Beauty,Gislason-Stanton,Celine Tumasian,Brynn Dempster,Mobile,99-7842298,12626.739999999998,17.01000589374421,2019,11
743,Sweden,131402.37,106383.36,2019-10-03,Beauty,Johns and Sons,Maxie Marrow,Anita Woakes,PC,80-8019337,25019.009999999995,19.039999050245438,2019,10
744,Sweden,156505.37,128647.41,2019-05-04,Electronics,"Schmitt, Purdy and Johnson",Maxie Marrow,Alyosha Meah,PC,76-8416893,27857.959999999992,17.80000264527664,2019,5
745,Portugal,139200.81,120172.06,2019-08-23,Games,Johns and Sons,Celine Tumasian,Brynn Dempster,PC,19-3893110,19028.75,13.669999477732924,2019,8
746,Sweden,121292.94,104384.7,2019-03-23,Beauty,Schoen-Keeling,Maxie Marrow,Tarrah Castelletti,PC,17-3994138,16908.240000000005,13.940003433011029,2019,3
747,France,84712.13,73004.91,2020-07-11,Books,Altenwerth-Konopelski,Othello Bowes,Ora Grennan,PC,29-8090560,11707.220000000001,13.820004289822485,2020,7
748,Portugal,172202.38,149816.07,2019-04-09,Appliances,Morissette Group,Celine Tumasian,Hortense Gerring,Tablet,75-5652593,22386.309999999998,13.000000348427237,2019,4
749,Sweden,108978.79,95432.73,2019-11-28,Games,"Bashirian, Okuneva and Bechtelar",Maxie Marrow,Madelon Bront,PC,84-5276032,13546.059999999998,12.429996699357735,2019,11
750,Portugal,69871.92,58014.66,2020-09-06,Games,Johns and Sons,Celine Tumasian,Smitty Culverhouse,PC,01-4729172,11857.259999999995,16.96999309593896,2020,9
751,France,184221.2,150324.5,2019-06-15,Electronics,Hessel-Stiedemann,Othello Bowes,Amelina Piscopiello,PC,70-3373325,33896.70000000001,18.399999565739453,2019,6
752,France,57348.43,47587.73,2019-01-12,Clothing,Hessel-Stiedemann,Othello Bowes,Crysta Halls,PC,73-6329299,9760.699999999997,17.019995141976853,2019,1
753,France,197581.29,169485.23,2019-12-13,Electronics,"Christiansen, Donnelly and Bechtelar",Othello Bowes,Ora Grennan,PC,74-6221213,28096.059999999998,14.220000284439887,2019,12
754,Portugal,101321.52,86710.96,2019-02-17,Games,Dibbert Inc,Celine Tumasian,Brynn Dempster,PC,53-1326953,14610.559999999998,14.419996857528389,2019,2
755,UK,124234.91,98244.97,2020-09-19,Outdoors,Johns and Sons,Jessamine Apark,Genevra Charrisson,PC,56-7081196,25989.940000000002,20.91999744677241,2020,9
756,Portugal,254883.03,213413.56,2019-12-12,Appliances,"Dickinson, Hyatt and Berge",Celine Tumasian,Corene Shirer,PC,85-9560144,41469.47,16.27000039979123,2019,12
757,France,57333.85,46308.55,2020-10-24,Other,Goldner-Dibbert,Othello Bowes,Amelina Piscopiello,PC,35-9605742,11025.299999999996,19.230001124989855,2020,10
758,Portugal,65760.39,56672.3,2020-10-09,Smartphones,"Schowalter, Lesch and Beahan",Celine Tumasian,Aurelie Wren,PC,30-0037690,9088.089999999997,13.82000623779755,2020,10
759,Portugal,53485.0,46713.8,2020-02-18,Clothing,Johns and Sons,Celine Tumasian,Corene Shirer,PC,75-6038587,6771.199999999997,12.659998130316904,2020,2
760,France,154950.74,133195.66,2019-10-09,Smartphones,Kihn Inc,Othello Bowes,Crysta Halls,Tablet,45-8966277,21755.079999999987,14.039997485652531,2019,10
761,UK,19949.11,16364.25,2019-02-25,Beauty,Smith Group,Jessamine Apark,Winny Agnolo,Tablet,23-0941629,3584.8600000000006,17.970024727920194,2019,2
762,France,124784.67,106853.11,2020-05-22,Electronics,"Swaniawski, Runolfsson and Green",Othello Bowes,Ora Grennan,Tablet,44-2757396,17931.559999999998,14.37000234083241,2020,5
763,Luxembourg,120831.28,95746.71,2020-05-22,Outdoors,Stamm-Zulauf,Ilsa Kob,Jocelyn Laurentino,PC,21-4464304,25084.569999999992,20.759996914706186,2020,5
764,Portugal,127631.89,110963.17,2019-11-24,Clothing,"Schowalter, Lesch and Beahan",Celine Tumasian,Corene Shirer,PC,02-8721192,16668.72,13.059996212545313,2019,11
765,Luxembourg,68984.17,59560.93,2019-01-11,Beauty,"Schmitt, Purdy and Johnson",Ilsa Kob,Jocelyn Laurentino,PC,46-9710750,9423.239999999998,13.660003447167659,2019,1
766,France,56823.17,46583.63,2019-12-21,Beauty,"Rowe, Hermiston and Kessler",Othello Bowes,Ora Grennan,Mobile,26-1781486,10239.54,18.02000838742365,2019,12
767,Portugal,126974.92,101516.45,2019-01-13,Games,Larkin-Collier,Celine Tumasian,Hortense Gerring,PC,57-7927520,25458.47,20.049998850166634,2019,1
768,Portugal,121736.23,106214.86,2020-05-06,Accessories,"Zieme, Bailey and Herzog",Celine Tumasian,Smitty Culverhouse,PC,95-4271285,15521.369999999995,12.750000554477491,2020,5
769,France,150287.47,123611.44,2020-08-05,Books,"Fisher, Morar and Skiles",Othello Bowes,Avrit Chanders,PC,66-4296261,26676.03,17.750002711470223,2020,8
770,Finland,93007.22,81837.05,2020-11-09,Outdoors,McGlynn-Prosacco,Hube Corey,Wat Bowkley,PC,24-8477374,11170.169999999998,12.010003094383423,2020,11
771,Ireland,165747.2,132912.68,2020-01-21,Books,"Farrell, Swaniawski and Crist",Glenine Suttaby,Bunnie Tonbridge,PC,96-1991854,32834.52000000002,19.809999806934908,2020,1
772,Sweden,177215.51,155807.88,2019-05-07,Clothing,"Schmitt, Purdy and Johnson",Maxie Marrow,Alyosha Meah,PC,54-3353166,21407.630000000005,12.079997964060823,2019,5
773,France,99132.04,78819.89,2020-03-21,Smartphones,Kirlin and Sons,Othello Bowes,Avrit Chanders,PC,44-6408586,20312.149999999994,20.489994960257043,2020,3
774,Germany,180519.86,145968.36,2019-07-04,Games,"Jacobson, Marvin and Brown",Rickard Doogood,Casie MacBain,PC,86-6107692,34551.5,19.139999333037373,2019,7
775,France,68173.22,54040.91,2020-11-14,Smartphones,Larkin-Collier,Othello Bowes,Amelina Piscopiello,PC,89-7513050,14132.309999999998,20.730002191476355,2020,11
776,Portugal,97439.36,79773.6,2019-08-08,Games,Labadie and Sons,Celine Tumasian,Brynn Dempster,PC,54-2767741,17665.759999999995,18.13000413795821,2019,8
777,Sweden,103638.67,84030.23,2020-10-22,Electronics,"Leffler, Prohaska and Streich",Maxie Marrow,Anita Woakes,PC,24-6905998,19608.440000000002,18.92000350834298,2020,10
778,Sweden,169810.63,145952.24,2020-11-28,Smartphones,"Schowalter, Lesch and Beahan",Maxie Marrow,Caro Morfield,PC,35-0173281,23858.390000000014,14.049997930047143,2020,11
779,France,75264.84,61694.59,2020-09-16,Clothing,Tillman and Sons,Othello Bowes,Ora Grennan,Mobile,93-5465623,13570.25,18.029999133725656,2020,9
780,Spain,58933.16,51855.29,2019-09-20,Electronics,"Schowalter, Lesch and Beahan",Emalia Dinse,Bertha Walbrook,Mobile,67-2823354,7077.870000000003,12.009995730756678,2019,9
781,Portugal,168773.6,137398.59,2019-08-22,Games,Tillman and Sons,Celine Tumasian,Corene Shirer,PC,28-0622425,31375.01000000001,18.58999867277821,2019,8
782,Portugal,152676.77,122385.7,2020-07-07,Outdoors,"Spencer, Rogahn and Muller",Celine Tumasian,Smitty Culverhouse,PC,84-0679518,30291.069999999992,19.83999923498512,2020,7
783,Portugal,116556.81,95448.37,2020-05-24,Outdoors,"Hermiston, Simonis and Wisoky",Celine Tumasian,Hortense Gerring,PC,95-1195568,21108.440000000002,18.110001466237797,2020,5
784,France,310539.0,248275.93,2020-12-11,Electronics,Johns and Sons,Othello Bowes,Ora Grennan,PC,57-2495984,62263.07000000001,20.050000161010377,2020,12
785,Portugal,106325.72,92705.4,2019-09-19,Games,Goldner-Dibbert,Celine Tumasian,Aurelie Wren,Mobile,77-5229094,13620.320000000007,12.809995549524618,2019,9
786,Sweden,90602.07,71630.0,2020-03-05,Electronics,McGlynn-Bergstrom,Maxie Marrow,Tarrah Castelletti,PC,09-3747816,18972.070000000007,20.939996183310168,2020,3
787,Spain,120012.56,97762.23,2020-05-11,Games,"Schmitt, Purdy and Johnson",Emalia Dinse,Bertha Walbrook,Mobile,62-9738356,22250.33,18.540001146546665,2020,5
788,France,143658.22,123158.19,2020-10-30,Appliances,Wisoky Inc,Othello Bowes,Amelina Piscopiello,PC,22-6938537,20500.03,14.2700013963698,2020,10
789,Portugal,263571.82,216155.25,2020-06-08,Outdoors,"Dickinson, Hyatt and Berge",Celine Tumasian,Aurelie Wren,PC,11-0955383,47416.57000000001,17.98999984140945,2020,6
790,France,131097.05,109203.84,2020-06-26,Beauty,Larkin-Collier,Othello Bowes,Maighdiln Upcraft,PC,80-1374023,21893.209999999992,16.700002021403222,2020,6
791,Italy,127830.38,103874.97,2020-05-21,Games,Romaguera-Dietrich,Piggy Roscrigg,Joshua Prevost,PC,66-7112079,23955.410000000003,18.739997487295277,2020,5
792,Portugal,129353.22,111593.02,2019-01-18,Games,Kihn Inc,Celine Tumasian,Corene Shirer,Mobile,31-2600204,17760.199999999997,13.730002237284852,2019,1
793,Sweden,176473.32,139413.92,2019-06-22,Games,Wisoky Inc,Maxie Marrow,Anita Woakes,PC,00-7031798,37059.399999999994,21.0000015866421,2019,6
794,Denmark,43609.57,34634.72,2020-03-01,Appliances,Walter LLC,Modestia Byfford,Cobby Andersen,PC,20-1827241,8974.849999999999,20.58000113277888,2020,3
795,Portugal,137562.42,112140.88,2020-04-14,Clothing,Dibbert Inc,Celine Tumasian,Hortense Gerring,PC,80-5941460,25421.540000000008,18.480003477693984,2020,4
796,France,51504.5,44592.6,2019-09-22,Appliances,Dibbert Inc,Othello Bowes,Amelina Piscopiello,PC,17-3240628,6911.9000000000015,13.419992427846115,2019,9
797,France,38750.53,31298.8,2019-09-01,Outdoors,Johns and Sons,Othello Bowes,Amelina Piscopiello,PC,22-5929243,7451.73,19.230007950858994,2019,9
